"scaffold","start","end","mid","sites","l_bel","l_xin","l_tap","S_bel","S_xin","S_tap","thetaPi_bel","thetaPi_xin","thetaPi_tap","thetaW_bel","thetaW_xin","thetaW_tap","TajD_bel","TajD_xin","TajD_tap","pi_bel","pi_xin","pi_tap","dxy_bel_xin","dxy_bel_tap","dxy_xin_tap","Fst_bel_xin","Fst_bel_tap","Fst_xin_tap","ABBA","BABA","D","fd","fdM","topo1","topo2","topo3","recombRate","cds_porp","GC"
"chr2",31400001,31500000,31450110,2488,2488,2488,2488,1420,1768,1648,516.8,522.4967,524.6061,501.9498,514.0204,452.0817,0.1485,0.0706,0.6607,0.2077,0.21,0.2109,0.2115,0.2243,0.2193,0.006,0.0308,0.021,106.3556,89.7603,0.0846,0.2076,0.1137,1501.04761904762,1948.38095238095,1590.57142857143,1.89746478467807E-09,0,"NA"
"chr2",31500001,31600000,31549496,2609,2609,2609,2609,1603,1827,1773,575.1556,549.8562,552.8918,566.6377,531.1737,486.3719,0.0755,0.1506,0.5634,0.2205,0.2108,0.2119,0.2144,0.2204,0.2159,-0.0028,0.0087,0.0109,103.675,94.3456,0.0471,0.1344,0.0724,1723.5,1763.9,1552.6,1.95388933250223E-09,0,"NA"
"chr2",31600001,31700000,31648264,2621,2621,2621,2621,1600,1799,1691,562.7556,526.634,524.5541,565.5772,523.0332,463.8775,-0.025,0.0295,0.5388,0.2147,0.2009,0.2001,0.2127,0.2164,0.2037,0.0111,0.0191,0.008,95.5091,88.5996,0.0375,0.0888,0.0504,1715.14285714286,1675.71428571429,1649.14285714286,1.98079794966368E-09,0,"NA"
"chr2",31700001,31800000,31749503,2367,2367,2367,2367,1380,1538,1414,442.9111,440.6536,384.5281,487.8104,447.1512,387.8905,-0.462,-0.0622,-0.0357,0.1871,0.1862,0.1625,0.1996,0.1867,0.1748,0.032,0.0301,0.0014,69.7857,83.0476,-0.0868,-0.1814,-0.1055,1685.5,1576.8,1777.7,1.69786244844853E-09,0,"NA"
"chr2",31800001,31900000,31853920,2673,2673,2673,2673,1632,1773,1738,572.1556,507.0523,544.5195,576.8888,515.474,476.7706,-0.0412,-0.07,0.5853,0.214,0.1897,0.2037,0.201,0.2105,0.2026,-0.0021,0.0035,0.0149,101.3063,91.1754,0.0526,0.1384,0.0728,1582.63157894737,1876.10526315789,1581.26315789474,1.9697896255529E-09,0,"NA"
"chr2",31900001,32000000,31950266,2975,2975,2975,2975,1917,2010,2019,671.1778,628.9869,609.2727,677.6322,584.3783,553.855,-0.0478,0.3269,0.4122,0.2256,0.2114,0.2048,0.2158,0.2181,0.2107,-0.006,0.0061,0.0062,107.1433,109.9742,-0.013,-0.0481,-0.02,1571.9,1598.3,1869.8,1.95357882509142E-09,0,"NA"
"chr2",32000001,32100000,32050180,2568,2568,2568,2568,1527,1769,1754,494.4667,484.5425,473.3333,539.7728,514.3111,481.1598,-0.4214,-0.2478,-0.067,0.1925,0.1887,0.1843,0.1937,0.1862,0.1879,0.0076,-0.0052,0.0038,79.1472,94.6861,-0.0894,-0.2728,-0.1379,1798.6,1521.7,1719.7,1.54153619834926E-09,0,"NA"
"chr2",32100001,32200000,32150960,2591,2591,2591,2591,1543,1869,1626,522.7333,513.0261,509.1861,545.4285,543.3846,446.0466,-0.2089,-0.2392,0.583,0.2017,0.198,0.1965,0.1995,0.1987,0.1957,-0.0009,-0.001,-0.004,94.1075,100.5925,-0.0333,-0.104,-0.0571,1652.4,1683.5,1704.1,1.91285291943174E-09,0,"NA"
"chr2",32200001,32300000,32250706,2166,2166,2166,2166,1343,1546,1317,451.9556,422.7124,388.8225,474.7314,449.4771,361.2813,-0.2408,-0.2549,0.3139,0.2087,0.1952,0.1795,0.2002,0.1951,0.1865,-0.0041,0.0023,-0.0022,67.6119,76.704,-0.063,-0.2198,-0.0982,1729.05882352941,1668.35294117647,1642.58823529412,1.72177501447379E-09,0,"NA"
"chr2",32300001,32400000,32351159,2356,2356,2356,2356,1379,1483,1281,433.9111,375.3856,344,487.4569,431.1607,351.4057,-0.5514,-0.5538,-0.0868,0.1842,0.1593,0.146,0.1686,0.1677,0.1564,-0.0091,0.0073,0.0124,62.7746,58.6341,0.0341,0.1021,0.0442,1669.33333333333,1707.42857142857,1663.2380952381,1.82911728491016E-09,0,"NA"
"chr2",32400001,32500000,32448710,2337,2337,2337,2337,1317,1534,1461,441.8,428.7451,401.4459,465.5407,445.9882,400.7836,-0.256,-0.1655,0.0068,0.189,0.1835,0.1718,0.1835,0.1807,0.1823,-0.007,0.0008,0.0133,67.6718,68.0837,-0.003,-0.0101,-0.0044,1713.88888888889,1736.11111111111,1590,2.04893223045906E-09,0,"NA"
"chr2",32500001,32600000,32549172,2190,2190,2190,2190,1253,1416,1321,415.4222,376.268,367.7619,442.9177,411.6815,362.3786,-0.3116,-0.3682,0.0612,0.1897,0.1718,0.1679,0.1809,0.1795,0.171,0.0005,0.0019,0.0033,62.8774,66.9544,-0.0314,-0.1023,-0.05,1753.44444444444,1563.22222222222,1723.33333333333,1.95149290771149E-09,0,"NA"
"chr2",32600001,32700000,32651963,2023,2023,2023,2023,1025,1387,1134,318.5333,349.719,305.8009,362.3229,403.2501,311.0805,-0.6064,-0.5682,-0.0699,0.1575,0.1729,0.1512,0.1729,0.1628,0.1639,0.0215,0.0239,0.0058,54.4028,59.3425,-0.0434,-0.0978,-0.0548,1729.44444444444,1710.66666666667,1599.88888888889,1.80428301704231E-09,0,"NA"
"chr2",32700001,32800000,32748794,2178,2178,2178,2178,1006,1341,1296,344.2889,314.3725,328.3939,355.6067,389.8763,355.5206,-0.1597,-0.8289,-0.3141,0.1581,0.1443,0.1508,0.1522,0.1579,0.1521,0.0033,0.0101,0.0153,54.3659,50.1254,0.0406,0.0913,0.0487,1562.55555555556,1882.88888888889,1594.55555555556,8.59154751532721E-10,0,"NA"
"chr2",32800001,32900000,32849446,2187,2187,2187,2187,1190,1383,1256,372.1778,352.3007,330.5887,420.6481,402.0872,344.5477,-0.5783,-0.53,-0.1668,0.1702,0.1611,0.1512,0.1636,0.1579,0.1571,-0.0058,-0.008,0.0033,58.7929,58.181,0.0052,0.016,0.0085,1691.66666666667,1787.44444444444,1560.88888888889,1.56842629825021E-09,0,"NA"
"chr2",32900001,33000000,32952688,1912,1912,1912,1912,1093,1173,939,345.4889,289.9739,244.7576,386.3599,341.0327,257.5878,-0.5309,-0.6407,-0.2049,0.1807,0.1517,0.128,0.166,0.1551,0.1487,-0.0004,0.0024,0.0316,43.5115,51.5679,-0.0847,-0.2832,-0.1023,1849.375,1635,1555.625,1.68005883068996E-09,0,"NA"
"chr2",33000001,33100000,33051399,1751,1751,1751,1751,909,1004,909,297.0667,249.7647,229.9654,321.3186,291.8984,249.3582,-0.3787,-0.6175,-0.32,0.1697,0.1426,0.1313,0.1585,0.1518,0.1423,0.0074,0.004,0.0192,39.5417,42.2536,-0.0332,-0.0773,-0.0401,1658.13333333333,1682.26666666667,1699.6,1.86655119616032E-09,0,"NA"
"chr2",33100001,33200000,33150452,1829,1829,1829,1829,987,1103,1021,325.1778,284.2549,290.0087,348.8904,320.6812,280.0822,-0.341,-0.486,0.1458,0.1778,0.1554,0.1586,0.1691,0.1655,0.1613,0.0073,-0.0073,0.0138,58.05,51.2627,0.0621,0.1489,0.0894,1644.375,1735,1660.625,1.44953583193305E-09,0,"NA"
"chr2",33200001,33300000,33250731,1830,1830,1830,1830,862,1138,889,276.3333,281.5098,228.6926,304.7047,330.857,243.8717,-0.4671,-0.6382,-0.2561,0.151,0.1538,0.125,0.1503,0.137,0.1372,-0.0065,-0.0033,-0.0082,36.7341,46.0532,-0.1126,-0.4193,-0.1983,1618,1599.29411764706,1822.70588235294,1.11055761296632E-09,0,"NA"
"chr2",33300001,33400000,33350903,1949,1949,1949,1949,1103,1243,1104,344.1556,317.3333,296.2511,389.8948,361.3842,302.8509,-0.5887,-0.5217,-0.0897,0.1766,0.1628,0.152,0.1699,0.1658,0.157,0.0007,0.004,-0.0012,47.6385,52.5012,-0.0486,-0.1471,-0.0719,1718,1530.25,1791.75,1.98156527164911E-09,0,"NA"
"chr2",33400001,33500000,33453134,2103,2103,2103,2103,1171,1383,1191,379.0889,363.6144,350.026,413.9318,402.0872,326.7168,-0.4224,-0.4096,0.2937,0.1803,0.1729,0.1664,0.1808,0.1834,0.1734,0.0112,0.0255,0.0111,70.1012,62.5631,0.0568,0.1324,0.067,1702,1655.68421052632,1682.31578947368,1.8759553845586E-09,0,"NA"
"chr2",33500001,33600000,33549504,2370,2370,2370,2370,1461,1607,1541,492.2889,450.0654,427.0649,516.4427,467.2119,422.7293,-0.2348,-0.1571,0.0422,0.2077,0.1899,0.1802,0.1981,0.1927,0.1839,-0.0017,-0.0031,-0.0033,67.9298,73.2758,-0.0379,-0.1207,-0.0562,1693,1564.77777777778,1782.22222222222,1.85990645408212E-09,0,"NA"
"chr2",33600001,33700000,33646180,2457,2457,2457,2457,1349,1647,1509,449.1333,444.366,407.8831,476.8523,478.8414,413.951,-0.2918,-0.3083,-0.0604,0.1828,0.1809,0.166,0.1837,0.1769,0.173,0.005,0.0065,-0.0011,67.6972,73.5496,-0.0414,-0.1291,-0.0629,1707.88888888889,1593.22222222222,1738.88888888889,1.9943156330483E-09,0,"NA"
"chr2",33700001,33800000,33750313,2103,2103,2103,2103,1076,1293,1293,347.3778,364.7059,357.6797,380.3507,375.921,354.6976,-0.435,-0.1277,0.0346,0.1652,0.1734,0.1701,0.1696,0.1754,0.1742,0.0007,0.02,0.0073,71.7345,56.102,0.1223,0.2574,0.1508,1532.52631578947,1956.84210526316,1550.63157894737,1.91666381325332E-09,0,"NA"
"chr2",33800001,33900000,33852183,2452,2452,2452,2452,1447,1722,1387,506.6667,455.4248,383.8528,511.4939,500.6465,380.4838,-0.0474,-0.3868,0.0365,0.2066,0.1857,0.1565,0.1965,0.1973,0.1768,0.0008,0.0389,0.0167,70.571,69.2393,0.0095,0.0281,0.0117,1569.57894736842,1640.31578947368,1830.10526315789,2.01832290757892E-09,0,"NA"
"chr2",33900001,34000000,33949894,2422,2422,2422,2422,1322,1580,1361,459.1778,439.3595,387.2165,467.3082,459.3621,373.3515,-0.0873,-0.1864,0.1529,0.1896,0.1814,0.1599,0.1886,0.1776,0.1722,0.008,0.0075,0.0046,63.3091,77.056,-0.0979,-0.3102,-0.1527,1762.94736842105,1580.73684210526,1696.31578947368,1.8724319451988E-09,0,"NA"
"chr2",34000001,34100000,34048121,2385,2385,2385,2385,1442,1618,1286,498.2222,454.3203,391.3636,509.7265,470.41,352.7774,-0.1133,-0.1464,0.4503,0.2089,0.1905,0.1641,0.1965,0.1902,0.1773,-0.0077,0.0091,-0.0001,70.4274,73.7107,-0.0228,-0.0875,-0.0324,1584.8,1623.3,1831.9,1.45685027466384E-09,0,"NA"
"chr2",34100001,34200000,34149155,2484,2484,2484,2484,1605,1738,1589,544.2222,521.3333,477.316,567.3446,505.2983,435.8967,-0.2046,0.1359,0.3913,0.2191,0.2099,0.1922,0.2146,0.2056,0.2041,0.0002,-0.0001,0.0078,83.1206,91.8746,-0.05,-0.1748,-0.0848,1801.44444444444,1592.55555555556,1646,1.77102252180122E-09,0,"NA"
"chr2",34200001,34300000,34250554,2409,2409,2409,2409,1474,1492,1452,476.8,406.3268,380.9048,521.038,433.7774,398.3147,-0.4262,-0.2709,-0.18,0.1979,0.1687,0.1581,0.1827,0.1866,0.1687,-0.0015,0.0217,0.0162,69.021,67.8694,0.0084,0.0269,0.0116,1598.94117647059,1795.88235294118,1645.17647058824,1.80043250876681E-09,0,"NA"
"chr2",34300001,34400000,34348565,2527,2527,2527,2527,1659,1622,1487,545.2667,446.0261,446.7186,586.4329,471.573,407.916,-0.3524,-0.2319,0.3917,0.2158,0.1765,0.1768,0.1965,0.195,0.1781,0.0009,-0.0031,0.0041,76.0389,77.154,-0.0073,-0.0233,-0.0108,1648.35294117647,1501.41176470588,1890.23529411765,1.86782043993471E-09,0,"NA"
"chr2",34400001,34500000,34450624,2647,2647,2647,2647,1720,1910,1556,595.6889,492.0196,482.0346,607.9955,555.3048,426.8441,-0.1016,-0.488,0.5325,0.225,0.1859,0.1821,0.2085,0.2012,0.1906,0.0071,-0.0054,0.018,84.9575,85.2663,-0.0018,-0.0043,-0.0022,1601.33333333333,1562.44444444444,1876.22222222222,1.14986682336271E-09,0,"NA"
"chr2",34500001,34600000,34549231,2519,2519,2519,2519,1504,1784,1552,494.5333,459.7778,431.8268,531.6426,518.6721,425.7469,-0.3504,-0.4862,0.0588,0.1963,0.1825,0.1714,0.1874,0.1967,0.185,-0.0051,0.0308,0.0227,81.4635,72.9937,0.0548,0.1701,0.0648,1561.78947368421,1729.68421052632,1748.52631578947,1.72297210334999E-09,0,"NA"
"chr2",34600001,34700000,34652148,2594,2594,2594,2594,1624,1694,1580,529.2222,480.9608,437.5238,574.0609,492.5059,433.4279,-0.3921,-0.1004,0.0389,0.204,0.1854,0.1687,0.1945,0.1909,0.1841,-0.0004,0.0112,0.02,79.0313,84.7544,-0.0349,-0.1001,-0.045,1570.44444444444,1673.77777777778,1795.77777777778,1.48680612550171E-09,0,"NA"
"chr2",34700001,34800000,34748033,2644,2644,2644,2644,1494,1816,1689,516.9111,524.6078,455.6883,528.1077,527.9757,463.3289,-0.1064,-0.0273,-0.0679,0.1955,0.1984,0.1723,0.1956,0.1978,0.1901,-0.0033,0.0331,0.0129,84.9222,82.1698,0.0165,0.0537,0.0222,1768.75,1459.5,1811.75,1.88880453242163E-09,0,"NA"
"chr2",34800001,34900000,34840266,2237,2237,2237,2237,1242,1502,1394,402.9778,385.6601,360.329,439.0293,436.6847,382.4041,-0.4121,-0.5002,-0.2377,0.1801,0.1724,0.1611,0.1773,0.1739,0.165,0.0027,0.0087,-0.0053,61.0103,65.5048,-0.0355,-0.0996,-0.0532,1674.4,1556.8,1808.8,1.45774022668675E-09,0,"NA"
"chr2",34900001,35000000,34944262,2268,2268,2268,2268,1309,1598,1371,444.3111,447.6013,392.013,462.7129,464.5953,376.0947,-0.1996,-0.1566,0.1743,0.1959,0.1974,0.1728,0.2047,0.1928,0.1825,0.0192,0.0202,-0.0072,57.9226,67.5075,-0.0764,-0.1602,-0.0985,1646.4,1384.13333333333,2009.46666666667,1.26274719029477E-09,0,"NA"
"chr2",35000001,35100000,35052894,2427,2427,2427,2427,1509,1711,1437,513.9778,467.6536,434.4372,533.41,497.4484,394.1999,-0.1829,-0.2565,0.4203,0.2118,0.1927,0.179,0.2017,0.2004,0.1964,-0.0014,0.0116,0.028,75.7448,78.6901,-0.0191,-0.0579,-0.0242,1633.75,1733.5,1672.75,1.85253084197397E-09,0,"NA"
"chr2",35100001,35200000,35149222,2706,2706,2706,2706,1575,1763,1588,534.3333,467.549,443.8095,556.7401,512.5667,435.6224,-0.202,-0.3761,0.0774,0.1975,0.1728,0.164,0.183,0.1882,0.1716,-0.0055,0.0186,0.0096,79.2516,76.9603,0.0147,0.0517,0.0206,1443.68421052632,1701.26315789474,1895.05263157895,1.68522585376888E-09,0,"NA"
"chr2",35200001,35300000,35246455,2112,2112,2112,2112,1279,1386,1287,415.3111,364.8235,364.9913,452.1083,402.9594,353.0517,-0.4085,-0.4051,0.1392,0.1966,0.1727,0.1728,0.1867,0.1878,0.1768,0.0051,0.0074,0.0117,71.1929,63.2508,0.0591,0.1403,0.0816,1686.5,1890.25,1463.25,1.89637114278972E-09,0,"NA"
"chr2",35300001,35400000,35351197,2347,2347,2347,2347,1361,1636,1427,442.7778,465.5163,411.71,481.0941,475.6433,391.4567,-0.3998,-0.0912,0.213,0.1887,0.1983,0.1754,0.1983,0.1838,0.1857,0.0116,0.0043,-0.0032,64.7738,80.2738,-0.1069,-0.3357,-0.1533,1906.11111111111,1538.44444444444,1595.44444444444,1.83732738048339E-09,0,"NA"
"chr2",35400001,35500000,35449145,2718,2718,2718,2718,1625,1962,1731,545.1778,548.9216,488.9913,574.4144,570.423,474.8504,-0.2555,-0.1614,0.1227,0.2006,0.202,0.1799,0.2023,0.1984,0.1997,0.0025,0.0191,0.023,90.6774,94.1361,-0.0187,-0.0573,-0.0254,1807.77777777778,1544.77777777778,1687.44444444444,2.0033697828055E-09,0,"NA"
"chr2",35500001,35600000,35553183,2135,2135,2135,2135,1203,1370,1260,396.8,352.1307,342.1991,425.2434,398.3076,345.645,-0.3357,-0.4962,-0.041,0.1859,0.1649,0.1603,0.1764,0.1718,0.1662,0.0028,-0.0034,0.011,58.8933,66.1544,-0.0581,-0.1792,-0.0873,1784.23529411765,1612.47058823529,1643.29411764706,1.92241706367123E-09,0,"NA"
"chr2",35600001,35700000,35652040,2308,2308,2308,2308,1315,1634,1392,468.5778,457.8431,401.6537,464.8338,475.0618,381.8554,0.0404,-0.1552,0.2135,0.203,0.1984,0.174,0.2051,0.1982,0.1879,0.0104,0.0229,0.0048,66.7147,76.2504,-0.0667,-0.1709,-0.0873,1797.44444444444,1639.22222222222,1603.33333333333,1.81963836168077E-09,0,"NA"
"chr2",35700001,35800000,35749257,2448,2448,2448,2448,1137,1578,1534,342.9333,409.2222,417.3593,401.9133,458.7806,420.8091,-0.7365,-0.4625,-0.0338,0.1401,0.1672,0.1705,0.1562,0.1641,0.1692,0.0078,0.0237,0.0012,77.8282,73.2623,0.0302,0.0627,0.0378,1770,1858.21052631579,1411.78947368421,1.8903023083188E-09,0,"NA"
"chr2",35800001,35900000,35847102,2894,2894,2894,2894,1725,2052,1962,616.8444,591.3791,566.6234,609.7629,596.5892,538.2186,0.0583,-0.0374,0.2174,0.2131,0.2043,0.1958,0.2094,0.207,0.198,0.0014,0.0056,-0.0053,91.8762,93.6159,-0.0094,-0.028,-0.0152,1608.33333333333,1600.88888888889,1830.77777777778,1.92050217087699E-09,0,"NA"
"chr2",35900001,36000000,35947573,2704,2704,2704,2704,1640,1830,1801,574.2222,547.0458,529.3983,579.7167,532.046,494.0529,-0.0476,0.1207,0.2947,0.2124,0.2023,0.1958,0.2074,0.2085,0.2013,0,0.0098,0.0057,93.9738,87.5778,0.0352,0.0934,0.0513,1591.68421052632,1731.68421052632,1716.63157894737,1.65416487617996E-09,0,"NA"
"chr2",36000001,36100000,36049132,2523,2523,2523,2523,1502,1716,1711,519.8222,507.1307,513.29,530.9356,498.9021,469.364,-0.1051,0.0706,0.3855,0.206,0.201,0.2034,0.2035,0.2051,0.2004,-0.0001,0.0007,-0.0047,93.6778,82.6206,0.0627,0.1715,0.1038,1555.26315789474,1727.36842105263,1757.36842105263,1.69113190279473E-09,0,"NA"
"chr2",36100001,36200000,36147268,2222,2222,2222,2222,1280,1484,1362,442.5111,415.3595,387.3506,452.4618,431.4515,373.6258,-0.1104,-0.1597,0.1513,0.1991,0.1869,0.1743,0.2028,0.1883,0.1861,0.0237,0.0038,0.0153,65.5532,73.1206,-0.0546,-0.1391,-0.0737,1807.15789473684,1535.05263157895,1697.78947368421,2.01061381833458E-09,0,"NA"
"chr2",36200001,36300000,36251888,2134,2134,2134,2134,1240,1258,1258,402.5111,319.268,343.381,438.3223,365.7453,345.0964,-0.4101,-0.5439,-0.0205,0.1886,0.1496,0.1609,0.1702,0.1755,0.1633,0.0032,0.0018,0.0255,64.4337,63.2742,0.0091,0.0278,0.0122,1694.1,1636,1709.9,1.52785319119847E-09,0,"NA"
"chr2",36300001,36400000,36352331,2516,2516,2516,2516,1656,1726,1542,582.4889,509.4575,439.5411,585.3724,501.8095,423.0036,-0.0247,0.0653,0.161,0.2315,0.2025,0.1747,0.2127,0.2096,0.1917,-0.0097,0.0148,0.0082,85.2599,77.5504,0.0474,0.1715,0.0731,1502.58823529412,1784.35294117647,1753.05882352941,1.78616106885052E-09,0,"NA"
"chr2",36400001,36500000,36447112,2314,2314,2314,2314,1334,1602,1415,456.1778,429.0719,376.5931,471.55,465.7583,388.1648,-0.1636,-0.3372,-0.1228,0.1971,0.1854,0.1627,0.1902,0.1836,0.1765,-0.0027,0.0092,0.0071,63.9635,70.7524,-0.0504,-0.1715,-0.0761,1497.64705882353,1645.41176470588,1896.94117647059,1.66307704640277E-09,0,"NA"
"chr2",36500001,36600000,36546585,2402,2402,2402,2402,1372,1617,1359,464.4444,454.6078,386.8312,484.9825,470.1193,372.8028,-0.2126,-0.1413,0.1549,0.1934,0.1893,0.161,0.1913,0.1851,0.1846,0,0.02,0.0268,75.4607,75.8845,-0.0028,-0.008,-0.0034,1843.68421052632,1659.15789473684,1537.15789473684,1.94312343886256E-09,0,"NA"
"chr2",36600001,36700000,36648459,1845,1845,1845,1845,950,1115,977,270.3556,272.9542,235.5498,335.8115,324.1701,268.012,-0.978,-0.676,-0.4984,0.1465,0.1479,0.1277,0.1494,0.1387,0.1382,0.0071,0.0053,0.0016,41.3484,52.9833,-0.1233,-0.3376,-0.1655,1860.8,1655.86666666667,1523.33333333333,1.73139525144845E-09,0,"NA"
"chr2",36700001,36800000,36751026,2483,2483,2483,2483,1493,1629,1448,466.5556,438.7843,376.9048,527.7542,473.6081,397.2174,-0.5821,-0.3148,-0.2106,0.1879,0.1767,0.1518,0.1812,0.1726,0.1673,-0.0028,0.0075,0.0094,58.5456,66.1155,-0.0607,-0.1791,-0.076,1882.66666666667,1568,1589.33333333333,9.77247188941039E-10,0,"NA"
"chr2",36800001,36900000,36846717,2201,2201,2201,2201,1281,1425,1305,409.1333,360.9216,347.4372,452.8153,414.2981,357.9895,-0.4842,-0.5515,-0.1214,0.1859,0.164,0.1579,0.1768,0.1766,0.1613,0.0053,0.0124,0.0011,57.9409,56.6329,0.0114,0.0294,0.016,1679.375,1541.625,1819,1.8504555772203E-09,0,"NA"
"chr2",36900001,37000000,36955188,2287,2287,2287,2287,1340,1563,1389,432.6444,415.5294,352.329,473.6709,454.4196,381.0325,-0.4348,-0.3664,-0.3102,0.1892,0.1817,0.1541,0.1854,0.1734,0.1729,-0.0002,0.0048,0.0152,64.8246,73.5857,-0.0633,-0.1909,-0.0825,1736.11111111111,1586,1717.88888888889,1.13006962485576E-09,0,"NA"
"chr2",37000001,37100000,37051567,2365,2365,2365,2365,1504,1462,1523,503.4667,413.281,412.9913,531.6426,425.0553,417.7915,-0.2661,-0.1186,-0.0473,0.2129,0.1747,0.1746,0.202,0.1938,0.1853,0.0203,0.0001,0.0298,71.2075,74.3313,-0.0215,-0.0592,-0.0279,1632,1691.44444444444,1716.55555555556,1.8870821359129E-09,0,"NA"
"chr2",37100001,37200000,37150556,1984,1984,1984,1984,1235,1277,1137,424.9778,331.7974,304.1342,436.5549,371.2692,311.9035,-0.1331,-0.455,-0.1025,0.2142,0.1672,0.1533,0.196,0.1942,0.1676,0.0135,0.0262,0.0227,49.481,55.6746,-0.0589,-0.1739,-0.0713,1471.8,1370.8,2197.4,2.01371464803689E-09,0,"NA"
"chr2",37200001,37300000,37252042,2574,2574,2574,2574,1599,1851,1817,566.8667,541.2418,547.026,565.2237,538.1514,498.442,0.0146,0.0246,0.4015,0.2202,0.2103,0.2125,0.2115,0.2211,0.2134,-0.0084,0.0096,0.0049,100.2369,95.0329,0.0267,0.0915,0.042,1611.05263157895,1789.57894736842,1639.36842105263,2.02054356403633E-09,0,"NA"
"chr2",37300001,37400000,37347383,2342,2342,2342,2342,1423,1629,1500,489.3778,490.6405,472.0303,503.0102,473.6081,411.4821,-0.136,0.154,0.606,0.209,0.2095,0.2016,0.2146,0.2123,0.2049,0.012,0.015,-0.0015,77.1575,85.4067,-0.0507,-0.1357,-0.0697,1656.55555555556,1548.44444444444,1835,2.02680231485983E-09,0,"NA"
"chr2",37400001,37500000,37452018,2382,2382,2382,2382,1439,1641,1472,480.5111,474.9346,434.2727,508.666,477.0969,403.8011,-0.2778,-0.0194,0.3108,0.2017,0.1994,0.1823,0.1993,0.192,0.1904,-0.003,0,-0.0013,76.2079,81.1968,-0.0317,-0.0993,-0.0482,1723.05263157895,1659.26315789474,1657.68421052632,1.86488722264874E-09,0,"NA"
"chr2",37500001,37600000,37549752,2244,2244,2244,2244,1256,1506,1212,419.8222,426.2222,363.7965,443.9781,437.8477,332.4776,-0.2731,-0.1137,0.3878,0.1871,0.1899,0.1621,0.1932,0.1796,0.1769,0.0116,0.0128,0.0026,67.7603,74.7627,-0.0491,-0.1405,-0.0722,1738.21052631579,1511.68421052632,1790.10526315789,1.99606407855719E-09,0,"NA"
"chr2",37600001,37700000,37650828,2294,2294,2294,2294,1351,1540,1271,458.7333,411.3725,345.6061,477.5593,447.7327,348.6625,-0.1979,-0.3477,-0.0361,0.2,0.1793,0.1507,0.1904,0.179,0.167,0.0019,0.0098,0.0062,63.2556,73.2214,-0.073,-0.2579,-0.0981,1594.73684210526,1556.63157894737,1888.63157894737,1.85774680055478E-09,0,"NA"
"chr2",37700001,37800000,37752766,2685,2685,2685,2685,1759,1959,1813,624.7778,576.9346,580.1385,621.7815,569.5508,497.3447,0.0242,0.0555,0.6857,0.2327,0.2149,0.2161,0.2258,0.2338,0.2215,0.0044,0.0186,0.0141,102.1889,98.1008,0.0204,0.058,0.0279,1624.1,1636.5,1779.4,1.87686210614551E-09,0,"NA"
"chr2",37800001,37900000,37846336,2528,2528,2528,2528,1478,1762,1539,515.1333,484.281,433.7879,522.452,512.2759,422.1807,-0.0703,-0.234,0.1132,0.2038,0.1916,0.1716,0.2023,0.1919,0.1861,0.011,0.0101,0.0124,77.9893,88.1742,-0.0613,-0.1854,-0.0816,1752,1663.57894736842,1624.42105263158,1.94189089671459E-09,0,"NA"
"chr2",37900001,38000000,37954455,2256,2256,2256,2256,1327,1423,1416,458.9778,419.902,409.2857,469.0756,413.7166,388.4391,-0.1081,0.064,0.221,0.2034,0.1861,0.1814,0.2012,0.1985,0.1901,0.0156,0.0141,0.0171,73.875,72.4131,0.01,0.0229,0.0125,1668.33333333333,1797.11111111111,1574.55555555556,2.01640951281025E-09,0,"NA"
"chr2",38000001,38100000,38049883,2897,2897,2897,2897,1808,2124,1928,621.4444,620.1046,593.8268,639.1023,617.5222,528.8917,-0.1387,0.0179,0.5058,0.2145,0.2141,0.205,0.2158,0.2153,0.2091,0.0033,0.0116,-0.0011,104.3563,104.3357,0.0001,0.0003,0.0002,1648.5,1729.5,1662,2.00577919048449E-09,0,"NA"
"chr2",38100001,38200000,38149192,2826,2826,2826,2826,1609,1883,1788,527,483.7124,506.2338,568.7586,547.4549,490.4867,-0.3686,-0.4986,0.1322,0.1865,0.1712,0.1791,0.1845,0.1836,0.1772,0.015,0.0019,0.0058,89.2639,97.694,-0.0451,-0.122,-0.067,1718.2,1540.1,1781.7,2.02611505401864E-09,0,"NA"
"chr2",38200001,38300000,38251662,2434,2434,2434,2434,1544,1670,1466,518.8,470.098,448.2987,545.782,485.5283,402.1552,-0.2482,-0.1361,0.4725,0.2131,0.1931,0.1842,0.2049,0.2001,0.1916,0.0041,0.0032,0.008,84.5254,79.9079,0.0281,0.0776,0.0417,1630.5,1764.5,1645,1.77329003316946E-09,0,"NA"
"chr2",38300001,38400000,38350656,2909,2909,2909,2909,1785,2068,2012,631.1111,629.634,621.6667,630.9721,601.241,551.9347,0.0011,0.2022,0.5205,0.217,0.2164,0.2137,0.2202,0.2217,0.2157,0.0077,0.0131,0.0014,109.3667,112.2357,-0.0129,-0.0366,-0.0194,1674,1708.57142857143,1657.42857142857,1.84729890445376E-09,0,"NA"
"chr2",38400001,38500000,38451489,2829,2829,2829,2829,1865,1980,1870,629.6,556.4641,551.4632,659.2509,575.6563,512.9811,-0.2258,-0.1428,0.309,0.2226,0.1967,0.1949,0.2088,0.2135,0.1981,-0.002,0.0102,0.0059,97.4056,94.9302,0.0129,0.0452,0.0212,1652.7,1671.1,1716.2,2.00486148337675E-09,0,"NA"
